date,home_fitted_trend,home_fitted_lower,home_fitted_upper,fitted_trend,fitted_trend_upper,fitted_trend_lower,retail_fitted_upper,retail_fitted_lower
2020-10-02,4.013541074528711,-1.9745032926611745,10.001585441718596,12.055109857103186,75.47890810513836,-51.36868839093198,75.47890810513836,-51.36868839093198
2020-10-03,3.9301208128910003,-2.057923554298884,9.918165180080887,14.299661084763112,77.72345933279829,-49.12413716327206,77.72345933279829,-49.12413716327206
2020-10-04,3.8797706119692856,-2.1082737552205995,9.86781497915917,16.506176011132673,79.92997425916784,-46.9176222369025,79.92997425916784,-46.9176222369025
2020-10-05,3.8565754732364566,-2.1314688939534285,9.844619840426343,18.73727108016277,82.16106932819794,-44.6865271678724,82.16106932819794,-44.6865271678724
2020-10-06,3.8576243478105225,-2.130420019379362,9.845668715000407,21.08136520784317,84.50516345587833,-42.342433040192,84.50516345587833,-42.342433040192
2020-10-07,3.883239575993218,-2.1048047911966665,9.871283943183105,23.52897927471727,86.95277752275243,-39.894818973317896,86.95277752275243,-39.894818973317896
2020-10-08,3.9370118360375885,-2.0510325311522974,9.925056203227474,25.980497717675895,89.40429596571106,-37.443300530359274,89.40429596571106,-37.443300530359274
2020-10-09,4.0348708724307185,-1.953173494759166,10.022915239620604,28.348038048864026,91.7718362968992,-35.07576019917114,91.7718362968992,-35.07576019917114
2020-10-10,4.157695774875169,-1.8303485923147165,10.145740142065055,30.52649544544409,93.95029369347927,-32.89730280259108,93.95029369347927,-32.89730280259108
2020-10-11,4.285188931953613,-1.7028554352362726,10.273233299143497,32.55472463766469,95.97852288569986,-30.869073610370474,95.97852288569986,-30.869073610370474
2020-10-12,4.388656000993791,-1.5993883661960944,10.376700368183675,34.48482906867055,97.90862731670572,-28.93896917936462,97.90862731670572,-28.93896917936462
2020-10-13,4.44231047872498,-1.5457338884649057,10.430354845914865,36.3878383008377,99.81163654887288,-27.035959947197465,99.81163654887288,-27.035959947197465
2020-10-14,4.444432184865073,-1.543612182324812,10.432476552054958,38.26892957190549,101.69272781994066,-25.154868676129684,101.69272781994066,-25.154868676129684
2020-10-15,4.396284425459905,-1.59175994172998,10.38432879264979,40.04401174418986,103.46780999222501,-23.379786503845317,103.46780999222501,-23.379786503845317
2020-10-16,4.304542635685135,-1.6835017315047498,10.29258700287502,41.617462886997274,105.04126113503244,-21.806335361037892,105.04126113503244,-21.806335361037892
2020-10-17,4.169507752989753,-1.818536614200132,10.157552120179638,42.91444145996519,106.33823970800036,-20.50935678806998,106.33823970800036,-20.50935678806998
2020-10-18,3.991686869298948,-1.9963574978909364,9.979731236488835,43.993932523458426,107.4177307714936,-19.429865724576743,107.4177307714936,-19.429865724576743
2020-10-19,3.742486258139826,-2.245558109050059,9.730530625329711,44.887793618865075,108.31159186690024,-18.536004629170098,108.31159186690024,-18.536004629170098
2020-10-20,3.4390943380905545,-2.5489500290993297,9.42713870528044,45.71955435609466,109.14335260412983,-17.704243891940507,109.14335260412983,-17.704243891940507
2020-10-21,3.1022468221274258,-2.885797545062459,9.09029118931731,46.50757642174334,109.9313746697785,-16.91622182629184,109.9313746697785,-16.91622182629184
2020-10-22,2.7566378130913014,-3.2314065540985837,8.744682180281186,47.18218651884244,110.6059847668776,-16.241611729192726,110.6059847668776,-16.241611729192726
2020-10-23,2.4323493147945174,-3.555695052395367,8.420393681984404,47.67304451684866,111.09684276488383,-15.750753731186503,111.09684276488383,-15.750753731186503
2020-10-24,2.1316636632528407,-3.856380703937044,8.119708030442727,47.904747086938826,111.32854533497398,-15.519051161096348,111.32854533497398,-15.519051161096348
2020-10-25,1.85721400274818,-4.130830364441705,7.845258369938065,47.93538199491814,111.35918024295331,-15.488416253117034,111.35918024295331,-15.488416253117034
2020-10-26,1.6035076207497696,-4.384536746440115,7.5915519879396545,47.843535991761456,111.26733423979663,-15.580262256273713,111.26733423979663,-15.580262256273713
2020-10-27,1.3678293655355858,-4.620215001654299,7.355873732725472,47.73688177811546,111.16068002615062,-15.686916469919714,111.16068002615062,-15.686916469919714
2020-10-28,1.1501425477809142,-4.837901819408971,7.1381869149708,47.626994281242105,111.05079252927726,-15.796803966793068,111.05079252927726,-15.796803966793068
2020-10-29,0.97436181141279,-5.013682555777095,6.962406178602675,47.4820010042396,110.90579925227476,-15.941797243795573,110.90579925227476,-15.941797243795573
2020-10-30,0.8410142502200504,-5.147030116969835,6.829058617409936,47.21832374880016,110.64212199683531,-16.205474499235017,110.64212199683531,-16.205474499235017
